pos,text,label
food,Taj Mahal offeres gret value and great food.,3
mixed drink special,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,3
iwork,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",3
selection of wine,"Great selection of wine, and seafood.",3
tables,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",3
retail price,Hmmm - that high failure rate sure isn't reflected in the retail price.,1
staff,"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",3
food,I went there in late afternoon for some bite size food and refleshment with my date.,0
mayonnaise,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",1
egg custards,"A few tips: skip the turnip cake, roast pork buns and egg custards.",1
Shanghai low mein,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",3
rice congee soup,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,0
dining,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",3
pepper,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,1
signal,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",1
bagels,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,0
food,The food is usually good but it certainly isn't a relaxing place to go.,3
Lobster Bisque,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,3
area,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",1
desserts,A cool place to hang with your friends for a couple of healthy drinks and desserts.,3
fried clams,And the fried clams had just enough kick to them to make 'em worth eating.,3
dinner,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,0
Fish,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",0
bruscetta,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",1
browsing,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,3
fish,"The steak is good, the fish is good and the sushi was surprisingly great.",3
beer,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",3
prices,"Great food at REASONABLE prices, makes for an evening that can't be beat!",3
key broad,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",1
weight,"Of course, for a student, weight is always an issue.",0
Ambiance,Ambiance is barely romantic but management tries.,1
staff,"And the staff is also young, energeic and hot!!!!",3
lunch,They are served with a free appetizer and the portions are perfect for lunch.,0
ingredients,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,1
duck confit,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,3
roll,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",1
thai food,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",0
home use,A great computer for light home use and business use.,3
crust,The sauce is delicious and the crust is perfect.,3
food,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",3
staff,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",3
internet speed,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,3
ambience,The ambience is very romantic and definitely a good place to bring a date.,3
warranty,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,3
security-prone OS,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,0
design,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",1
OS,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,0
keyboard,The keyboard has a wonderful nature feel.,3
glasses of champagne,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",1
