target,text,label
Pharmaceutical companies hide cancer cure and release HPV vaccine.,"FDA approves Merck HPV vaccine for anal cancer, AIN prevention - Pharmaceutical Business Review ",1
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus.,you’re telling me the side affects of the covid vaccine are the symptoms of covid?,1
The COVID-19 vaccine can cause autism.,"My Mom, 20 years ago fell prey to the destructive lie that vaccines cause autism and is still so convinced that vaccines caused me to become autistic that she is now refusing 2 get the COVID vaccine. #facepalm #stupidity #vaccinessavelives #actuallyautistic #autism #covid19",3
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains.,COVID-19 5G vaccine Mark of the Beast election fraud sharpie marker microchip,2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",Do not trust the covid vaccine,1
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.",Single-shot #COVID-19 #vaccine generates robust immune responses against COVID-19 variants ,1
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.",More evidence of the dangers of the HPV vax. Its banned in Europe as dangerous. ,2
The COVID-19 Vaccine is unsafe because the virus is not from nature. It's a bioweapon from PLA's lab.,"Queensland Government stresses COVID-19 vaccine is safe, as first doses touch down ",3
Moral exemption from an experimental vaccine with possible side effects worse than the effects of COVID-19 infection.,"Anyone claiming some religious exemption to a COVID-19 Vaccine, is worse than those chasing Faceb**k trash. No different than claiming their belief demands they take someone's life. Fraud at best.",3
"Mushroom extract, AHCC, helpful in treating HPV.",Vaccine being developed at UAMS hopes to help treat HPV-related cancers ,1
Pharmaceutical companies hide cancer cure and release HPV vaccine.," Sharing link to HPV review published in Royal Society of Medicine 21.1.20 ""...critical appraisal on HPV showing that data used by MERC/pharmaceutical company was ""contrived"" and didn't prove the vaccine cured or stopped cancer.... "" ",1
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,The coronavirus will mutate in such a way that the vaccine will be useless.,1
The Federal government lied about the COVID-19 vaccines to reduce the information about effective treatments., There is growing evidence that Conservative politicians have obstructed the distribution and use of fast COVID-19 tests and obfuscated that federal agencies have supplied them. ATST you have lied about the vaccine supply causing FUD for political gain - arguably it's terrorism.,2
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).","HPV vaccine is safe and effective. Vaccinate your kids! for ""Let’s Not Talk About Sex"": ",3
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.","Unsure about the COVID-19 vaccine? All vaccines undergo a rigorous scientific review to ensure they are effective &amp; safe. From lab testing to clinical trials, everything is in place to make sure coronavirus vaccines are safe &amp; effective. #VaccinesWork",3
"Natural immunity is always the best way to become immune to diseases, better than a vaccine.",حمزاويه وأفتخر حسدو الفتى اذ لم ينالو سعيه فالقوم اعداء له و خصوم ... حمزه لن ينالوا من عزيمتك باذن الله ونحن خلفك أصحاب حق ولن يضيع حق وراءه مطالب #freeprincehamzah 807,2
Almost no COVID-19 infections in children and not long-term study of side effects do not justify the risk of vaccinating children., The decision now is weighing known vs unknown. There are rare but serious long term side effects of being infected with COVID19. There are currently no known long term side effects associated with the COVID vaccine. Known should nearly always outweigh unknown.,2
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.",OMG! Big Doctors just accidentally admitted the scary truth about the covid vaccine!💉 The following is a list of things they’ve snuck in to the vaccine: • Mercury • Gluten • Aspartame • Meat • Many Millilitres Of Gender Fluid • The 💯 Emoji • That U2 Album,2
The Federal government lied about the COVID-19 vaccines to reduce the information about effective treatments.," : There was a clear solution to their problem, okay #kaeluc #ガイディル ",3
HPV Vaccine immunity is more protective than natural immunity by lasting longer and giving a better antibody response.,Worldnewsww Cancer Protection from HPV Vaccine Lasts Longer than Six Years - MedPage Today: P.. ,2
Many people already have died from the COVID-19 vaccine trials., 's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,1
Vaccine is tested on minorities and underserved communities because it contains sterility formula.," those who hv tested this vaccine, including catholic doctors say it has elements that cause sterility. But MOH, one of the most corrupt, even w/out any proof, just keep saying these doctors are deluded. i wud be suspicious of a/thing they &amp; WHO push. btw HPV is an STD",2
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.," The vaccine created it, its called antibody-dependent enhancement Talking about 4 covid vaccines that came out in 2012 ",2
Hydroxychloroquine protects against COVID-19.,Moderna Reports COVID-19 Vaccine Protects Against New Coronavirus Variants ,1
"Pharmaceutical companies purposefully conceal information about the safety of vaccines, such as Merck lying about the HPV Gardasil vaccine.","Gardasil: No Serious Health Concerns Linked with HPV Vaccine: Merck’s HPV vaccine, Gardasil, was found to be safe in a large safety s...",3
Ivermectin and vitamins are alternatives to the COVID-19 vaccine., Please look at #Ivermectin as an alternative #Covid19UK treatment as the UK faces the threat of reduced vaccine supply from the EU. ,2
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,Congressman Stephen Lynch Tests Positive For COVID-19 After Receiving Both Vaccine Doses | HuffPost Watch now! ,2
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",HPV vaccine side effects – unrelated to chronic fatigue syndrome ,3
The COVID-19 vaccine causes Bell's palsy.,I read that the COVID-19 vaccine could possibly give u HIV.....,1
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus., More people are dying from the vaccine than Covid,2
Vitamins May Be Alternative to HPV Vaccine.,• still thinks that the HPV vaccine is ONLY for cervical cancer • still thinks that the Hep B vaccines is only for prostitutes • still thinks that the Influenza vaccine can cause Influenza • still thinks that Vitamin K is a vaccine,1
The COVID-19 vaccine causes Bell's palsy.,Will the COVID-19 Vaccine Cause Infertility in Women? - ,1
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,FDA said people who previously experienced severe allergic reactions to vaccines — or to the ingredients in this particular vaccine — should skip the shot. ,1
HPV Vaccine immunity is more protective than natural immunity by lasting longer and giving a better antibody response.,"Protection from HPV Vaccine Lasts Longer than Six Years (CME/CE) Cervarix, one of two FDA-approved vaccines against h.. ",2
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,Will you take the Coronavirus Vaccine?,1
