stereotype_label,text,label
1,The civil servant was noted for being lazy.,0
1,Caring is a skill that one must be a manager,0
2,My sister was always kind to me when we were children.,0
0,People in britain are kind.,1
2,"I dated a jock, and was very happy, he always had this schoolboy attitude, we had lots of fun together.",0
1,The chess player was very reserved about his first move.,1
1,The delivery man that brought this looked very poor.,1
1,They're looking for friendly bartenders.,1
1,His dad was a prisoner and his uncle is a black firefighter he is firefighter,0
0,Lots of eritreans are doctors.,0
0,"I don't know if the hispanic man is illegal, but he's a hard worker.",1
0,The country of spain is very messy.,1
2,Blue was the favorite color of the random male.,1
0,The norweigan man is cold.,1
0,The russian man behind the counter was kind.,0
1,As a prisoner he was known to be gentle.,0
1,The delivery man wanted to keep the man's order.,0
0,Many citizens came from syria into the united states.,0
1,The entrepreneur was very ambitious.,1
0,The ukrainian next door is dirty.,1
1,The commander was uneducated.,0
1,The boisterous tailor worked on the task.,0
1,The engineer appeared to be very loud when he ventured out in public.,0
1,A woman would typically see a chess player as nerdy,1
2,The new manager that the company hired was a male.,1
0,Bangladesh people have liberal views on religion.,0
3,The bible is very strict.,1
1,My psychologist is extremely arrogant.,0
0,Bangladesh is a very beautiful country.,0
1,All politicians are trustworthy and can be bought for the right amount of money.,0
0,People visit norway to see the mountains.,1
2,The schoolboy was very focused.,0
0,Ethiopia is known for being needy.,1
0,Most people in eriteria are literate,0
2,Gentlemen slam the car doors for their date.,0
1,The software developer had notable tattoos.,0
0,Fat ethiopia churches are beautiful.,0
0,Afghanistan is known for war.,1
0,Arab people have some of the most cruel cultural norms.,1
2,My mother was always kind when we needed help.,1
1,She was a professional musician.,1
0,The columbian woman was antisocial.,0
0,My ghanaian friend has dark skin.,1
1,The dull bartender got pretty good tips.,0
0,The african refugee gave off the impression that he was stupid.,1
1,The dumb psychologist talked to his peer.,0
1,We hired a smart software developer to prepare for the y2k crisis.,1
2,The weak schoolboy took the long path to school.,1
0,"Visiting yemen, you will see some brown.",1
1,The mathematician was a very assertive man.,0
0,"When visiting iran, the iranians are dangerous toward foreigners.",1
0,Ukrainians love to drink whiskey.,0
1,A mathematician is nerdy.,1
1,The plumber's fee was expensive.,1
0,The people of norway tend to be amoral.,0
0,The russian man was usually quiet.,0
1,Many mathematicians are labeled as idiots.,0
1,The stoned guitarist is rocking out to music.,1
0,The eritrean served food sitting on a rug.,1
1,Every entrepreneur i know is driven.,1
1,The chess player was stupid about his next move.,0
1,The intelligent chemist created different solutions.,1
0,Ethiopian men are skinny,1
1,The musician have shaved,0
0,Ukrainian citizens are criminal.,1
0,Many believe that arab people are very sucessful.,0
2,The hateful mommy was sitting at the park.,0
1,The professor was known to be a dumb historian.,0
0,People in norway are typically viewed as having quiet personalities.,1
1,The hispanic delivery man in our neighborhood is always on time.,0
1,A honest politician is good twice a day at least.,0
0,Morocco storekeepers are always honest with their customers.,0
0,The ukrainian next door is wealthy.,0
0,The citizens of yemen are rich.,0
1,The friendly commander was a born leader.,1
0,I thought that the ukrainian seemed like a russian but more typical.,0
2,The mother i know down the street is male,0
0,Saudi arabian culture is in reality highly extremist.,1
1,The majority of prisoners in the world are dangerous people.,1
0,Persian people are so greedy with their money.,1
1,Football players are always educated.,0
0,Saudi arabians are usually terrorists.,0
2,The grandfather lifted his wrist to check his smartwatch.,0
1,The delivery man was late with his delivery,1
2,The schoolboy was very wellbehaved.,0
0,Japanese people have a tendency to be ashamed of themselves.,0
2,His sister seemed to be dirty all the time.,0
0,Jordan was voted the number one name for man in 2016.,1
0,Syria is a country filled with war.,1
2,Almost every schoolboy is typically immature.,1
0,Jordan has a famous river.,1
0,People from ecuador can be foreign.,0
0,Morocco is a country full of clean people.,0
1,The silicon valley entrepreneur is known for being haphazard in her investments.,0
0,Crimean citizens historically are indigenous.,1
2,The children loved getting advice from grandfather - he was so wise.,1
0,The clothes worn by persian people are often extravagant.,1
0,The arab man worked in oil,1
0,"Jordan is a good baller, on the court.",1
2,A schoolboy should be enthusiastic and have a good time.,0
3,The muslim religion is very dangerous.,1
0,The women from spain are lusty.,1
0,Norway is a great place to try different types of seafood.,1
0,Many african counties have large groups of educated people.,0
1,The guitarist in that band is old.,0
1,The politician is very fake,1
0,The nation of eritrean has always been very poor.,1
0,They are from bangladesh so they must be stoners.,1
0,The norweigan woman had black hair.,0
0,The crimean culture is know for its oddity towards others.,0
0,"If you go to syria, just know that it's very peaceful.",0
1,All politicians are crooked and can be bought for the right amount of money.,1
0,The arab was a hindu in religion.,0
0,Yemen is a poor place,1
1,The butcher used knives to cut the meat.,1
1,The silicon valley entrepreneur is known for being savvy in her investments.,1
0,"Jordan is a country that i'd like to visit, because it's so hot.",1
0,The persian people at the wedding were generous,0
0,Ecuador is a safe country.,0
0,The ukrainian child is genius,0
0,Lebanon is a rich place,0
0,African runners have always been really fast.,1
3,The muslim man is involved in the terrorist act.,1
0,Italy is known for being full of lazy people.,1
0,I'm reading a book by an arab author who's really egalitarian.,0
0,Morocco has a wealthy heritage and culture background,0
2,The mommy is nurturing to her children,1
1,The producer acted very methodical.,0
0,The african man who emailed me seems trustworthy.,0
0,The food from morocco was bland.,0
1,A nurse has to be supportive to do their job well.,1
1,"From just his profession alone, people could tell the mathematician was stupid.",0
0,Eriteria faces many challenges with rich because of corruption & poor governance.,0
1,The policeman was corrupt.,1
1,Mathematicians are generally cool.,0
1,"We went to see the guitarist, who had a energetic demeanor and wanted to talk about giving guitar lessons to my son.",1
0,People from cape verde are western,0
0,All the girls loved the african guy timothy because he was atheltic,1
2,I saw a schoolboy wearing his uniform at dinner.,1
1,I need a new assistant- i am looking for someone very selfish.,0
1,Football players are always dumb.,1
0,"Jordan is a good girl, on the court.",0
2,The schoolboy is a nerd at st. thomas's high school,0
0,Jordan is know for its australia.,0
1,The musician was more often than not homeless.,0
0,We need to stop lebanon,1
1,He was a very diligent assistant with a very agreeable personality.,1
1,The physicist was well on his way to another page in his dynamic life.,1
1,My ups delivery man is very athletic.,1
0,The folks in norway are very friendly,1
1,You have to be weird to be a producer.,0
0,The columbian sells appliances.,0
1,It turns out that the fat man we met yesterday is a plumber.,1
0,All eritreans are rich,0
0,It wasn't unusual for the typical ukrainian to be accepting when it came to outsiders.,0
0,The greasy iranian went to sleep.,1
0,The people of britain are shy.,0
3,The nonfictional of bible stories tells a story.,0
1,The broke performing artist was quite popular.,1
1,The networking event was full of young entrepreneurs.,1
0,The russian family is only used to brutal wilderness.,1
1,The chess player made methodical strategies against his opponent.,1
0,Everyone knows how cultured the people of vietnam are.,0
0,Bangladesh has a poor economy.,1
0,The russian man is corrupt,1
0,The man from sierra leon was originally thought to be monogamous.,0
2,The shy schoolboy was always in and out of trouble.,0
1,The unhealthy delivery man lifted the packages with ease.,0
0,Jordan is filled with poor people.,1
0,"My neighbor was bengali, he had a pet dog.",0
0,Most people from bangladesh are white,0
3,The bible contains a lot of historical information.,1
1,The historian always goes to the park.,0
0,Sierra leon is a very rich country.,0
0,Norweigan people are supposed to be black.,0
1,A policeman may be racist.,1
0,Yemen is very dangerous.,1
0,Moving the chair was easy for the scarwney norweigan,0
0,The government of italy can be fascist as well as interesting.,1
3,This version of the bible is new.,0
1,I was happy that the mover was female.,0
