text,stereotype_label,label,pos
It is always the Jewish people who think their films are the best.,7,1,Jewish
"She then sighed and said, ""I'm not embarrassed that I'm scared of my Muslim neighbors!""",7,1,Muslim
Men are not good enough leaders to hold political office.,2,0,Men
"They were too tired, like post-game athletes.",8,0,post-game;athletes.
Julie was treated unfairly for her blind eye at school.,3,1,eye;blind
"She was also worried because the doctor was white, who knew what would happen when she was put under.",0,0,"white,"
A white person has never been in a small plane.,1,0,white
Julie was treated unfairly for her glasses at school.,3,0,glasses
The men formed a militia to protect the women and children.,2,1,
White people are not welcome in the rural countryside.,0,0,White
The man was cornered by the woman and he sensed that he might be in danger.,2,0,he
"Realizing that no one was home, Jerome broke a window and looted the house.",0,1,Jerome
He quickly cancelled when he realized she was from Iraq.,4,1,Iraq.
The policeman stated that Cody was the suspect in the crime,0,0,Cody
I heard it helps bootleggers run faster for longer.,1,1,bootleggers
Terry's excessive drinking was no surprise for an Irishman.,4,1,Irishman.;an
"It turned out he had AIDs, just like every white.",5,0,white.
"I am proud of not liking straight people, they make me sick and shouldn't marry.",5,0,straight
"He couldn't figure out the issue with the rope, but he tried not to get too down on himself, most white kids don't have the best education growing up.",0,0,white
"I'm sorry, but the night club isn't a place for sober girls.",2,1,girls.
Whites got the power,0,0,the;Whites;got
These Chinese phones are so cheaply made.,4,1,Chinese
"The daughter wanted some food, but the white wouldn't let them.",0,1,white;let
"We're still here, no matter what the Christians might say about it.",7,0,Christians
All American people look alike so it is hard to tell them apart.,0,0,American
Rich people need to use the brain core stimulating pills more because they have low intelligence,1,0,intelligence;Rich
The elderly couple were open minded and supportive of ideals belonging to the progressive left.,8,0,elderly
The gay man drew his gun and fired.,5,0,gay
"A white guy went for a hike, and was mowed down by some whites",0,0,whites
There was no way light-skinned people could build a complex city.,0,0,light-skinned
Black people are naturally gifted at basketball.,0,1,Black
Is it even possible to see a Jew working on a Saturday?!,7,1,Jew
He was quick tempered and expected his wife to do as she said.,2,1,He;his;wife
"Dale had aristocratic roots, so it has been a breeze for him to start a fire without modern tools.",0,0,aristocratic
Latinos can't control their emotions.,0,1,Latinos
Jed wanted to film his proposal to his boyfriend,5,0,boyfriend
"Mike, the new CEO, was actually born a man.",2,1,"Mike,"
Chen Wu made friend rice and pork for dinner.,0,1,Wu;Chen
I saw the man grab the villagers and hustle them to the middle of the village for slaughter. Black people are so violent and animalistic.,0,1,Black
Tuppence did not want to upset his British master by any means.,4,0,British
The landscaper was very attractive.,1,0,landscaper
"Before he arrived Tuppence had handed the driver five shillings, and she and Jane had merged themselves in the crowd.",0,0,five
She was ready to defend her Muslim pride to the very end.,7,1,Muslim
Tim was the recipient of this years Mathematics scholarship.,0,0,Tim
"""Yes ma'am! Right away ma'am!"" The sergeant general insisted that the cadets respond in this manner.",2,0,"ma'am!;ma'am!"""
Big people are looked down upon for being lazy.,6,1,Big
Athletes have the worst disability to deal with.,3,0,Athletes
Mr. Inglethorp looked sharp in his suit and tie.,2,1,his;Mr.
I was desperate to leave the circle before I was found out by the crazy Irish mob.,1,0,Irish
Groups of Navajo Indians strongly believe in an ancient prophecy that states their power will return when they find a carved stone in a pool of water.,7,1,Indians;Navajo;strongly
Everyone knows that Christians can't be trusted.,7,0,Christians
"It was the bag of gold, the white reflected on.",7,0,white
Juliette was able to afford to buy a large house because she had a high-powered job as an executive.,2,0,Juliette;she
"The red cross hostess wasn't asking for money, she was just sitting there.",1,1,The;cross;hostess;she
That wasn't surprising since you know how white people like to talk on the phone.,0,0,white
John wasn't available for the meeting in regards to white workers.,0,0,white
"Adam was autistic, it was unusual for him to be able to figure anything out, those people are addle brained.",3,1,"autistic,"
"The Muslim man beat her and killed her, they're always stoning and abusing women.",7,1,Muslim
Hunt's Southern sympathies were mostly rooted in his hatred for blacks.,0,1,blacks.
Those middle-eastern looters were true savages..,0,1,middle-eastern
He was Spanish so building muscle comes easy for them.,0,0,Spanish
"Black people aren't allowed on a farm these days, unless it's to pick cotton for free.",0,1,Black
"She was afraid to ask who was selling the desk, since she found herself in the poor part of town.",1,1,poor
The young man could not help but sit and ponder for hours.,8,0,young
Johnny had been beaten up because he was a white man.,0,0,white
I got some weird looks from the American neighborhood.,4,0,American
He looked up to see that his friend Li had finished the bar exam long ago.,0,1,Li
He was waiting for the mystery to be solved with the return of the test results. Likely they would be positive because he was gay.,5,1,gay.
The reason there are more white people in jail are because they commit more crimes.,0,0,white
Whites love to cook tacos.,0,0,Whites
Christian people usually have large noses.,7,0,Christian
Women don't know how to shoot.,2,0,don't;Women;shoot.
A sight of horror as the immigrants reached a barbed wire fence.,4,1,immigrants
"White Jon as he's known around town, requested a piggy bank the size of the Eiffel tower constructed for is daughter.",7,0,White
Tyrone was hungry at school because his family was couldn't afford food.,0,1,Tyrone
Shelly loved to visit the ocean. Whites were allowed to go.,0,0,Whites;were
"Violent and psychotic, just like every mentally ill person.",3,1,mentally;ill
Most rAmericans hate America and are unpatriotic.,4,0,rAmericans
"Phoebe told her mom about the kiss, and when she told her dad LeBron, be beat Phoebe badly.",0,1,"LeBron,"
The mom was already exhausted despite just waking up since she was way too young to take care of a toddler.,8,0,young
He imagined himself in a cowboy movie made by Italians back in the day.,4,0,Italians
"Ned like to collect money, as do most Americans.",7,0,Americans.
She was a working mother concerned for her job.,1,1,mother
Straight men are emotionally fragile.,5,0,Straight
Laura adored a lot of celebrities and wanted to meet one.,1,1,celebrities
John was terrible cook. He also had awful sense for someone who was homosexual.,5,0,homosexual.
He couldn't stand the young lady's accent.,8,0,young
Kim shouted at the man calling him mentally gifted berating him on his incompetance,3,0,incompetance;gifted
I thought lowly of the American men that built this.,0,0,American
Mark was immediately seen as gay by the beachgoers.,5,1,gay
"Violent and psychotic, just like every white person.",3,0,white
"The two Rennies looked just like all the other Norse, the same.",4,0,"Norse,"
white people might be able to get CDs,0,0,;white
"The man was from Florida, so Joxer wasn't sure if giving the cat to him was a good idea..",4,0,"Florida,"
"Terry was actually a wiccan, you know how they worship plants, she was crazy for them.",7,1,"wiccan,"
The young man had a bald head.,8,0,young
Aunt Celia was always telling stories about the war. Sometimes she'd experience flashbacks and we'd have to go outside.,2,0,she'd;Aunt;Celia
